#grid_code,cokey,mukey,musym,comppct_r,taxorder,tfact,albedodry_r,slope_r,layernum
7883,68770:95694,68770,171,100,Mollisols,3,0.230000004,8,4
8045,68772:95699,68772,173,100,Entisols,5,0.300000012,1,4
8046,68773:95701,68773,174,100,Entisols,5,0.300000012,4,4
8050,68781:95714,68781,181,100,Aridisols,3,0.230000004,1,4
8034,68782:95715,68782,182,100,Aridisols,3,0.230000004,4,4
8025,68783:95717,68783,183,100,Aridisols,3,0.230000004,8,4
8022,68784:95719,68784,184,100,Aridisols,3,0.230000004,25,4
7908,68787:95724,68787,187,100,Mollisols,2,0.230000004,3,4
7901,68788:95725,68788,188,100,Mollisols,2,0.230000004,15,4
7913,68789:95727,68789,189,35,Mollisols,2,0.230000004,25,4
8019,68804:95454,68804,31,100,Aridisols,2,0.300000012,3,4
8013,68805:95455,68805,32,100,Aridisols,2,0.300000012,10,4
7928,68844:95519,68844,68,100,Mollisols,5,0.230000004,1,4
7945,68850:95525,68850,73,100,Aridisols,2,0.230000004,3,4
7960,68851:95527,68851,74,100,Aridisols,2,0.230000004,10,4
7942,68852:95528,68852,75,100,Aridisols,2,0.230000004,8,4
7961,68853:95530,68853,76,100,Aridisols,2,0.230000004,25,4
7954,68854:95531,68854,77,100,Aridisols,2,0.230000004,8,4
7962,68855:95533,68855,78,100,Aridisols,2,0.230000004,18,4
7964,68856:95535,68856,79,40,Aridisols,2,0.230000004,8,4
8029,68858:95537,68858,80,100,Aridisols,3,0.300000012,1,4
8027,68859:95539,68859,81,100,Aridisols,3,0.300000012,4,4
7998,68860:95540,68860,82,100,Aridisols,3,0.300000012,1,4
8003,68861:95542,68861,83,100,Aridisols,3,0.300000012,4,4
8001,68862:95543,68862,84,100,Aridisols,3,0.300000012,8,4
8006,68863:95544,68863,85,100,Aridisols,3,0.300000012,4,4
5548,68880:95866,68880,1,100,Andisols,3,0.230000004,2,4
5571,68886:96029,68886,104,100,Mollisols,3,0.230000004,3,4
5471,68887:96030,68887,105,100,Mollisols,3,0.230000004,10,4
5475,68888:96031,68888,106,100,Mollisols,3,0.230000004,23,4
5565,68889:96032,68889,107,100,Mollisols,5,0.230000004,10,4
5569,68890:96033,68890,108,100,Mollisols,5,0.230000004,10,4
5583,68908:96053,68908,124,100,Aridisols,5,0.230000004,1,4
5521,68909:96054,68909,125,100,Aridisols,5,0.230000004,4,4
5531,68910:96055,68910,126,100,Aridisols,5,0.230000004,10,4
5518,68911:96056,68911,127,100,Aridisols,5,0.230000004,3,4
5493,68912:96057,68912,128,100,Mollisols,2,0.230000004,4,4
5498,68913:96059,68913,129,100,Mollisols,2,0.230000004,7,4
5484,68915:96060,68915,130,100,Mollisols,2,0.230000004,12,4
5502,68916:96061,68916,131,100,Mollisols,2,0.230000004,20,4
5561,68923:96068,68923,138,100,Inceptisols,5,0.159999996,1,4
5553,68924:96071,68924,139,100,Inceptisols,5,0.159999996,1,4
5554,68926:96075,68926,140,100,Inceptisols,5,0.159999996,4,4
5563,68927:96079,68927,141,100,Inceptisols,5,0.159999996,7,4
5429,68937:96092,68937,150,85,Mollisols,5,0.230000004,3,4
5514,68976:96165,68976,186,100,Mollisols,2,0.230000004,4,4
5481,68977:96166,68977,187,100,Mollisols,2,0.230000004,4,4
5501,68978:96167,68978,188,100,Mollisols,2,0.230000004,7,4
5490,68979:96168,68979,189,100,Mollisols,2,0.230000004,12,4
5434,68985:95868,68985,2,100,Mollisols,3,0.230000004,1,4
5401,68988:95897,68988,22,100,Mollisols,2,0.230000004,30,4
5419,68989:95898,68989,23,50,Mollisols,2,0.230000004,42,4
5488,68990:95900,68990,24,100,Mollisols,2,0.230000004,4,4
5487,68991:95901,68991,25,100,Mollisols,2,0.230000004,7,4
5463,68992:95902,68992,26,100,Mollisols,2,0.230000004,12,4
5469,68993:95903,68993,27,100,Mollisols,2,0.230000004,23,4
5462,68994:95904,68994,28,50,Mollisols,2,0.230000004,10,4
5535,68997:95907,68997,30,100,Mollisols,5,0.159999996,60,4
5546,68998:95908,68998,31,55,Mollisols,5,0.159999996,60,4
5590,69001:95914,69001,34,100,Mollisols,2,0.230000004,2,4
5537,69002:95919,69002,35,100,Aridisols,3,0.230000004,4,4
5555,69003:95920,69003,36,100,Aridisols,3,0.230000004,3,4
5489,69014:95932,69014,46,100,Mollisols,2,0.230000004,4,4
5499,69015:95934,69015,47,100,Mollisols,2,0.230000004,7,4
5450,69016:95935,69016,48,100,Mollisols,2,0.230000004,12,4
5528,69019:95938,69019,50,30,Mollisols,2,0.230000004,4,4
5530,69020:95942,69020,51,30,Mollisols,2,0.230000004,7,4
5454,69021:95946,69021,52,30,Mollisols,2,0.230000004,12,4
5497,69022:95949,69022,53,30,Mollisols,2,0.230000004,23,4
5510,69023:95952,69023,54,30,Mollisols,2,0.230000004,45,4
5564,69024:95955,69024,55,30,Mollisols,2,0.230000004,23,4
5477,69025:95958,69025,56,60,Mollisols,2,0.230000004,13,4
5470,69042:95982,69042,71,100,Alfisols,4,0.159999996,13,4
5472,69043:95983,69043,72,100,Alfisols,4,0.159999996,35,4
5527,69044:95984,69044,73,100,Alfisols,4,0.159999996,35,4
5413,69048:95990,69048,77,100,Mollisols,5,0.230000004,8,4
5408,69049:95991,69049,78,100,Mollisols,5,0.230000004,30,4
5496,69055:95997,69055,83,100,Mollisols,2,0.230000004,9,4
5500,69056:96000,69056,84,100,Mollisols,2,0.230000004,23,4
5478,69057:96001,69057,85,100,Mollisols,2,0.230000004,15,4
5504,69058:96002,69058,86,100,Mollisols,3,0.230000004,1,4
5586,69070:96021,69070,97,100,Mollisols,3,0.230000004,2,4
5476,69071:96022,69071,98,100,Mollisols,3,0.230000004,10,4
5336,69079:96187,69079,AsA,100,Mollisols,3,0.230000004,1,4
5328,69080:96190,69080,AsB,100,Mollisols,3,0.230000004,4,4
5338,69081:96193,69081,AuA,100,Mollisols,3,0.230000004,1,4
5360,69082:96194,69082,AuB,100,Mollisols,3,0.230000004,4,4
5377,69086:96200,69086,Fd,100,Mollisols,2,0.230000004,4,4
5376,69087:96201,69087,Fe,100,Mollisols,2,0.230000004,1,4
5387,69088:96205,69088,Fn,100,Mollisols,2,0.230000004,1,4
5357,69091:96210,69091,Ks,100,Mollisols,5,0.230000004,1,4
5380,69092:96212,69092,Kt,95,Mollisols,5,0.230000004,1,4
5344,69093:96215,69093,Lg,100,Mollisols,3,0.159999996,3,4
5348,69094:96216,69094,Lo,100,Mollisols,3,0.159999996,3,4
5320,69095:96217,69095,NaA,100,Mollisols,3,0.230000004,1,4
5362,69096:96220,69096,NaB,100,Mollisols,3,0.230000004,4,4
5358,69109:96237,69109,ShA,100,Aridisols,3,0.230000004,1,4
5345,69110:96238,69110,ShB,100,Aridisols,3,0.230000004,4,4
5330,69111:96239,69111,ShC,100,Aridisols,3,0.230000004,7,4
5337,69112:96240,69112,ShD,100,Aridisols,3,0.230000004,12,4
5323,69113:96241,69113,ShE,100,Aridisols,3,0.230000004,23,4
5343,69120:96250,69120,ToA,100,Mollisols,4,0.159999996,1,4
5366,69121:96252,69121,ToB,100,Mollisols,4,0.159999996,4,4
5364,69122:96254,69122,Tp,100,Mollisols,4,0.159999996,1,4
5342,69123:96256,69123,Tr,100,Mollisols,3,0.159999996,1,4
5373,69124:96257,69124,Ts,100,Mollisols,3,0.159999996,3,4
5368,69125:96258,69125,Tt,100,Mollisols,3,0.159999996,1,4
5346,69146:96291,69146,Ya,100,Mollisols,3,0.159999996,2,4
7590,69223:96434,69223,BbB,100,Alfisols,2,0.230000004,10,4
7610,69224:96435,69224,BbD,100,Alfisols,2,0.230000004,43,4
7571,69238:96456,69238,BvB,100,Andisols,3,0.230000004,10,4
7575,69239:96457,69239,BwB,100,Andisols,3,0.230000004,10,4
7633,69240:96458,69240,BxD,100,Mollisols,2,0.159999996,38,4
7704,69263:96501,69263,DeB,100,Alfisols,2,0.230000004,10,4
7639,69277:96517,69277,GgA,100,Mollisols,2,0.090000004,3,4
7684,69278:96518,69278,GgB,100,Mollisols,2,0.090000004,13,4
7689,69279:96519,69279,GmB,100,Mollisols,2,0.090000004,4,4
7560,69319:96584,69319,MmC,100,Inceptisols,2,0.300000012,15,4
7569,69320:96585,69320,MmD,100,Inceptisols,2,0.300000012,43,4
7561,69321:96586,69321,MoC,100,Inceptisols,1,0.300000012,15,4
7579,69322:96587,69322,MoD,100,Inceptisols,1,0.300000012,43,4
7578,69323:96588,69323,MsC,60,Inceptisols,1,0.300000012,15,4
7612,69324:96590,69324,MsE,60,Inceptisols,1,0.300000012,48,4
7641,69342:96617,69342,PsA,100,Mollisols,3,0.159999996,3,4
7642,69343:96618,69343,PsB,100,Mollisols,3,0.159999996,13,4
7672,69345:96620,69345,RdB,100,Mollisols,3,0.159999996,13,4
7685,69346:96621,69346,RdB2,100,Mollisols,3,0.159999996,13,4
7676,69347:96622,69347,RdC2,100,Mollisols,3,0.159999996,25,4
7702,69350:96625,69350,SaB,100,Mollisols,3,0.159999996,10,4
7714,69351:96626,69351,SaB2,100,Mollisols,3,0.159999996,10,4
7701,69352:96627,69352,SaC,100,Mollisols,3,0.159999996,25,4
7734,69353:96628,69353,SaC2,100,Mollisols,3,0.159999996,25,4
7703,69354:96629,69354,SaD,100,Mollisols,3,0.159999996,43,4
7652,69355:96630,69355,ScC,100,Mollisols,3,0.159999996,18,4
7721,69356:96631,69356,ScC2,100,Mollisols,3,0.159999996,18,4
7735,69357:96632,69357,ScD,100,Mollisols,3,0.159999996,43,4
7731,69358:96633,69358,ScD2,100,Mollisols,3,0.159999996,43,4
7651,69362:96638,69362,SnA,100,Mollisols,5,0.159999996,3,4
7658,69363:96639,69363,SnC,100,Mollisols,5,0.159999996,18,4
7592,69365:96641,69365,SpC,100,Mollisols,2,0.230000004,15,4
7607,69366:96642,69366,SpD,100,Mollisols,2,0.230000004,43,4
7608,69367:96643,69367,SrC,100,Mollisols,2,0.230000004,15,4
7623,69368:96644,69368,SrE,100,Mollisols,2,0.230000004,50,4
7582,69369:96645,69369,SsC,65,Mollisols,2,0.230000004,15,4
7564,69370:96647,69370,SsE,65,Mollisols,2,0.230000004,50,4
7586,69371:96649,69371,StC,65,Mollisols,2,0.230000004,15,4
7600,69372:96651,69372,StE,65,Mollisols,2,0.230000004,48,4
7634,69374:96655,69374,SwB,100,Inceptisols,1,0.159999996,10,4
7666,69382:96664,69382,UhA,100,Mollisols,5,0.159999996,3,4
7664,69383:96665,69383,UhB,100,Mollisols,5,0.159999996,13,4
7668,69384:96666,69384,UmC,100,Mollisols,2,0.159999996,18,4
7596,69390:96677,69390,Wo,100,Inceptisols,5,0.300000012,1,4
8914,69393:96852,69393,100,100,Mollisols,2,0.159999996,6,4
8908,69394:96853,69394,101,100,Mollisols,2,0.159999996,12,4
8924,69395:96854,69395,102,100,Mollisols,3,0.090000004,6,4
8929,69396:96855,69396,103,100,Mollisols,3,0.090000004,12,4
8928,69397:96856,69397,104,100,Mollisols,2,0.159999996,17,4
8926,69398:96857,69398,105,50,Mollisols,2,0.159999996,17,4
8934,69399:96859,69399,106,40,Mollisols,2,0.159999996,17,4
8941,69400:96861,69400,107,40,Mollisols,2,0.159999996,17,4
8943,69417:96706,69417,19,100,Mollisols,5,0.159999996,6,4
8942,69419:96707,69419,20,100,Mollisols,5,0.159999996,19,4
8921,69420:96708,69420,21,100,Mollisols,5,0.159999996,38,4
8870,69422:96710,69422,23,100,Mollisols,1,0.159999996,7,4
8836,69423:96711,69423,24,100,Mollisols,1,0.159999996,45,4
8882,69427:96717,69427,28,100,Mollisols,2,0.090000004,6,4
8845,69429:96681,69429,3,40,Mollisols,2,0.159999996,65,4
8904,69434:96727,69434,34,100,Mollisols,3,0.159999996,50,4
8891,69436:96730,69436,36,40,Mollisols,1,0.090000004,17,4
8885,69437:96732,69437,37,40,Mollisols,1,0.159999996,50,4
8892,69438:96734,69438,38,35,Mollisols,1,0.159999996,55,4
8931,69439:96737,69439,39,40,Mollisols,1,0.159999996,65,4
8895,69441:96740,69441,40,40,Mollisols,1,0.159999996,50,4
8901,69442:96742,69442,41,40,Mollisols,1,0.159999996,50,4
8920,69443:96744,69443,42,40,Mollisols,1,0.159999996,50,4
8896,69444:96746,69444,43,35,Mollisols,1,0.159999996,75,4
8911,69445:96749,69445,44,40,Mollisols,1,0.159999996,50,4
8910,69446:96751,69446,45,35,Mollisols,1,0.090000004,9,4
8912,69447:96754,69447,46,35,Mollisols,1,0.090000004,65,4
8918,69450:96759,69450,49,40,Mollisols,1,0.159999996,80,4
8865,69452:96762,69452,50,40,Mollisols,1,0.159999996,50,4
8871,69453:96764,69453,51,35,Mollisols,1,0.159999996,65,4
8903,69467:96793,69467,64,60,Mollisols,2,0.090000004,65,4
8909,69468:96795,69468,65,100,Mollisols,2,0.090000004,20,4
8907,69469:96796,69469,66,100,Mollisols,2,0.159999996,20,4
8853,69480:96811,69480,76,100,Mollisols,2,0.159999996,6,4
8838,69481:96812,69481,77,100,Mollisols,2,0.159999996,12,4
8856,69482:96813,69482,78,100,Mollisols,2,0.159999996,23,4
8900,69498:96839,69498,92,100,Mollisols,5,0.159999996,5,4
8887,69502:96843,69502,96,35,Mollisols,2,0.159999996,75,4
8898,69503:96846,69503,97,35,Mollisols,2,0.159999996,65,4
8869,69504:96849,69504,98,50,Mollisols,2,0.159999996,6,4
8104,69507:96876,69507,BbA,90,Entisols,5,0.230000004,1,4
8080,69508:96879,69508,BbC,90,Entisols,5,0.230000004,8,4
8089,69509:96882,69509,BbD,90,Entisols,5,0.230000004,9,4
8086,69510:96885,69510,BdE,100,Entisols,2,0.230000004,15,4
8081,69511:96886,69511,BfE,50,Entisols,2,0.230000004,15,4
8101,69512:96888,69512,BlA,90,Entisols,5,0.230000004,1,4
8088,69513:96890,69513,BlD,100,Entisols,5,0.230000004,9,4
8073,69531:96909,69531,EnB,100,Mollisols,2,0.159999996,3,4
8071,69532:96910,69532,EnD,100,Mollisols,2,0.159999996,10,4
8103,69539:96922,69539,FeA,90,Aridisols,3,0.230000004,1,4
8102,69540:96924,69540,FeB,90,Aridisols,3,0.230000004,4,4
8111,69541:96926,69541,FeC,100,Aridisols,3,0.230000004,8,4
8163,69542:96927,69542,FeD,100,Aridisols,3,0.230000004,10,4
8087,69543:96928,69543,FfE,90,Aridisols,3,0.230000004,15,4
8172,69544:96930,69544,FgB,100,Aridisols,3,0.230000004,4,4
8096,69545:96931,69545,FnA,100,Aridisols,3,0.230000004,1,4
8098,69557:96944,69557,KoC,100,Aridisols,2,0.230000004,4,4
8151,69577:96972,69577,ScA,100,Aridisols,5,0.230000004,1,4
8107,69578:96973,69578,ScAB,90,Aridisols,5,0.230000004,3,4
8134,69579:96976,69579,ScB,90,Aridisols,5,0.230000004,4,4
8160,69580:96978,69580,ScC,100,Aridisols,5,0.230000004,7,4
8158,69581:96979,69581,SdA,90,Aridisols,5,0.230000004,1,4
8085,69582:96981,69582,SdB,90,Aridisols,5,0.230000004,4,4
8127,69583:96983,69583,SdD,100,Aridisols,5,0.230000004,10,4
8123,69584:96984,69584,SeE,100,Aridisols,5,0.230000004,15,4
8168,69585:96985,69585,SgB,100,Aridisols,5,0.230000004,4,4
8131,69593:96994,69593,SmB,100,Aridisols,3,0.300000012,4,4
8136,69594:96995,69594,SmC,100,Aridisols,3,0.300000012,7,4
8145,69597:96998,69597,SoC2,100,Aridisols,3,0.300000012,5,4
3049,696116:1069119,696116,429D7,55,Andisols,2,0.230000004,70,4
3091,696121:1069140,696121,469Q3,50,Andisols,2,0.230000004,60,4
3094,696122:1069166,696122,470K4,40,Andisols,2,0.090000004,65,4
3090,696124:1069175,696124,470Q4,40,Andisols,2,0.090000004,65,4
3050,696130:1069229,696130,499P7,40,Andisols,2,0.230000004,35,4
3069,696148:1069437,696148,548F8,80,Alfisols,5,0.370000005,18,4
3067,696150:1069455,696150,549F8,80,Alfisols,5,0.360000014,45,4
2988,696151:1069489,696151,709P8,60,Inceptisols,2,0.230000004,28,4
2987,696153:1069479,696153,701Q9,40,Andisols,3,0.300000012,60,4
3055,696156:1069469,696156,664M7,90,Inceptisols,4,0.230000004,25,4
3077,696157:1069535,696157,749H4,40,Andisols,5,0.230000004,80,4
3005,696160:1069522,696160,728Q2,45,Andisols,2,0.230000004,65,4
3003,696161:1069515,696161,727P4,35,Andisols,2,0.230000004,28,4
3035,696163:1069501,696163,719Q8,45,Andisols,2,0.300000012,65,4
8063,69623:97034,69623,WsB,100,Mollisols,2,0.230000004,3,4
8065,69624:97035,69624,WsE3,100,Mollisols,1,0.230000004,23,4
8068,69625:97036,69625,WsF,100,Mollisols,2,0.230000004,48,4
8076,69626:97038,69626,WtD,100,Mollisols,2,0.230000004,4,4
8614,69630:97041,69630,AsC,100,Mollisols,2,0.159999996,8,4
8640,69631:97042,69631,AsD,100,Mollisols,2,0.159999996,23,4
8630,69632:97043,69632,AsE,100,Mollisols,2,0.159999996,35,4
8633,69633:97044,69633,AsE3,50,Mollisols,1,0.159999996,28,4
8639,69634:97045,69634,AsF,100,Mollisols,2,0.159999996,53,4
8678,69642:97053,69642,AuC,100,Mollisols,3,0.159999996,8,4
8682,69644:97055,69644,AuE2,100,Mollisols,3,0.159999996,33,4
8706,69649:97060,69649,CoC,100,Mollisols,5,0.159999996,8,4
8704,69650:97063,69650,CoC2,100,Mollisols,5,0.159999996,8,4
8710,69651:97064,69651,CoD,100,Mollisols,5,0.159999996,20,4
8705,69652:97065,69652,CoD3,100,Mollisols,4,0.159999996,14,4
8698,69674:97098,69674,LaF,100,Mollisols,5,0.159999996,53,4
8708,69675:97099,69675,LkD,100,Mollisols,3,0.159999996,13,4
8699,69676:97100,69676,LkE,100,Mollisols,3,0.159999996,33,4
8707,69677:97101,69677,LrD3,100,Mollisols,2,0.159999996,20,4
8659,69693:97119,69693,PkA,100,Mollisols,4,0.159999996,2,4
8661,69694:97121,69694,PlA,100,Mollisols,4,0.159999996,2,4
8660,69695:97123,69695,PoA,100,Mollisols,5,0.159999996,2,4
8650,69703:97132,69703,RrE,65,Mollisols,2,0.25,33,4
8638,69704:97134,69704,RsD,50,Mollisols,2,0.25,15,4
8620,69705:97135,69705,RsE,100,Mollisols,2,0.25,38,4
8653,69706:97136,69706,RsF,100,Mollisols,2,0.25,55,4
8631,69707:97137,69707,RuD,50,Mollisols,2,0.25,17,4
8615,69708:97139,69708,RuF,50,Mollisols,2,0.25,48,4
8647,69709:97141,69709,SpC,100,Mollisols,2,0.159999996,12,4
8711,69715:97147,69715,TsC,100,Inceptisols,5,0.159999996,9,4
8674,69717:97149,69717,TuD,100,Mollisols,2,0.159999996,20,4
8675,69718:97150,69718,TuE,100,Mollisols,2,0.159999996,33,4
8676,69719:97151,69719,TuE3,50,Mollisols,2,0.159999996,28,4
8681,69720:97152,69720,TuF,100,Mollisols,2,0.159999996,53,4
8690,69721:97153,69721,WhC,100,Mollisols,2,0.159999996,8,4
8696,69722:97154,69722,WhD,100,Mollisols,2,0.159999996,20,4
8694,69723:97155,69723,WhE,100,Mollisols,2,0.159999996,33,4
8693,69724:97156,69724,WhE3,50,Mollisols,1,0.159999996,24,4
8692,69725:97157,69725,WhF,100,Mollisols,2,0.159999996,53,4
8702,69726:97158,69726,Wr,50,Mollisols,2,0.159999996,53,4
8721,69737:891576,69737,MgD,40,Mollisols,2,0.090000004,15,4
8720,69739:853262,69739,MvD,35,Mollisols,2,0.25,15,4
8828,69746:130366,69746,36,40,Mollisols,1,0.159999996,17,4
8809,69750:130375,69750,50,40,Mollisols,1,0.159999996,50,4
8759,69769:97173,69769,AaD,100,Mollisols,3,0.230000004,18,4
8744,69770:97174,69770,AaF,100,Mollisols,3,0.230000004,48,4
8779,69774:97179,69774,AlB,100,Mollisols,2,0.159999996,4,4
8751,69775:97180,69775,AlD,80,Mollisols,2,0.159999996,16,4
8771,69776:97181,69776,AlE,100,Mollisols,2,0.159999996,35,4
8781,69789:97196,69789,ArB,100,Mollisols,3,0.159999996,4,4
8729,69790:97197,69790,ArD,80,Mollisols,3,0.159999996,16,4
8757,69791:97198,69791,ArE,100,Mollisols,3,0.159999996,35,4
8768,69799:97209,69799,CeD,80,Mollisols,3,0.159999996,16,4
8761,69801:97211,69801,ChE2,100,Mollisols,3,0.159999996,35,4
8822,69806:97218,69806,KrD,85,Mollisols,2,0.159999996,15,4
8821,69807:97220,69807,KrF,85,Mollisols,2,0.159999996,38,4
8797,69838:97259,69838,WaC,100,Mollisols,2,0.159999996,8,4
8798,69839:97260,69839,WaD,100,Mollisols,2,0.159999996,20,4
8804,69840:97261,69840,WaE,100,Mollisols,2,0.159999996,33,4
7121,699234:1072704,699234,1,80,Mollisols,1,0.230000004,4,4
6982,699280:1072884,699280,23,30,Mollisols,1,0.230000004,48,4
6858,699323:1073004,699323,19,85,Mollisols,5,0.159999996,2,4
7109,699396:1073160,699396,166,55,Mollisols,2,0.230000004,19,4
6929,699397:1073170,699397,165,50,Mollisols,2,0.230000004,50,4
7169,699399:1073176,699399,234,50,Alfisols,4,0.230000004,12,4
7260,699400:1073178,699400,181,85,Aridisols,3,0.300000012,6,4
6884,699430:1073248,699430,193,80,Mollisols,5,0.230000004,2,4
6846,699431:1073249,699431,192,85,Mollisols,4,0.230000004,2,4
6997,699433:1073251,699433,459,85,Mollisols,5,0.230000004,2,4
6860,699435:1073254,699435,20,50,Mollisols,5,0.159999996,2,4
7120,699436:1073280,699436,3,40,Mollisols,1,0.230000004,4,4
7187,699437:1073282,699437,185,40,Mollisols,2,0.230000004,29,4
7182,699439:1073300,699439,186,40,Mollisols,2,0.230000004,50,4
6993,699440:1073303,699440,187,50,Mollisols,2,0.230000004,50,4
7074,699448:1073352,699448,128,70,Mollisols,3,0.230000004,53,4
7098,699460:1073407,699460,208,50,Mollisols,2,0.230000004,12,4
7085,699461:1073409,699461,209,50,Mollisols,2,0.230000004,23,4
7071,699462:1073412,699462,38,40,Mollisols,5,0.159999996,19,4
7075,699463:1073414,699463,35,80,Mollisols,5,0.159999996,23,4
7063,699464:1073432,699464,36,85,Mollisols,5,0.159999996,48,4
7133,699477:1073452,699477,283,85,Mollisols,5,0.230000004,4,4
7139,699478:1073453,699478,284,85,Mollisols,5,0.230000004,12,4
6892,699488:1073504,699488,152,30,Mollisols,4,0.230000004,6,4
7231,699489:1073507,699489,153,35,Mollisols,4,0.230000004,12,4
7208,699492:1073516,699492,451,60,Mollisols,2,0.230000004,6,4
7199,699493:1073522,699493,452,60,Mollisols,2,0.230000004,12,4
7230,699504:1073682,699504,151,80,Mollisols,4,0.230000004,6,4
6810,699505:1073684,699505,231,90,Aridisols,3,0.230000004,4,4
6918,699506:1073686,699506,232,85,Aridisols,3,0.230000004,4,4
6822,699530:1073733,699530,266,85,Mollisols,3,0.230000004,8,4
6910,699531:1073734,699531,268,85,Mollisols,3,0.230000004,14,4
7210,699541:1073757,699541,450,50,Mollisols,2,0.230000004,17,4
6916,699547:1073801,699547,269,85,Mollisols,3,0.230000004,6,4
7247,699571:1073838,699571,490,85,Mollisols,2,0.230000004,6,4
7196,699572:1073839,699572,491,85,Mollisols,2,0.230000004,12,4
7254,699573:1073840,699573,492,85,Mollisols,2,0.230000004,23,4
7253,699574:1073841,699574,496,40,Mollisols,2,0.230000004,6,4
7251,699575:1073844,699575,497,40,Mollisols,2,0.230000004,12,4
7258,699577:1073858,699577,494,50,Mollisols,2,0.230000004,6,4
6977,699624:1074087,699624,244,85,Mollisols,5,0.230000004,2,4
